date,year,incidents,is_weekend,is_bonfire_window,day_of_year
2011-02-14,2011,209,0,0,45
2011-02-15,2011,230,0,0,46
2011-02-16,2011,243,0,0,47
2011-02-17,2011,202,0,0,48
2011-02-18,2011,261,0,0,49
2011-02-19,2011,269,1,0,50
2011-02-20,2011,279,1,0,51
2011-02-21,2011,251,0,0,52
2011-02-22,2011,217,0,0,53
2011-02-23,2011,247,0,0,54
2011-02-24,2011,233,0,0,55
2011-02-25,2011,254,0,0,56
2011-02-26,2011,314,1,0,57
2011-02-27,2011,265,1,0,58
2011-02-28,2011,221,0,0,59
2011-03-01,2011,253,0,0,60
2011-03-02,2011,225,0,0,61
2011-03-03,2011,258,0,0,62
2011-03-04,2011,244,0,0,63
2011-03-05,2011,274,1,0,64
2011-03-06,2011,238,1,0,65
2011-03-07,2011,236,0,0,66
2011-03-08,2011,226,0,0,67
2011-03-09,2011,230,0,0,68
2011-03-10,2011,223,0,0,69
2011-03-11,2011,236,0,0,70
2011-03-12,2011,260,1,0,71
2011-03-13,2011,271,1,0,72
2011-03-14,2011,231,0,0,73
2011-03-15,2011,215,0,0,74
2011-03-16,2011,205,0,0,75
2011-03-17,2011,213,0,0,76
2011-03-18,2011,240,0,0,77
2011-03-19,2011,250,1,0,78
2011-03-20,2011,261,1,0,79
2011-03-21,2011,260,0,0,80
2011-03-22,2011,244,0,0,81
2011-03-23,2011,238,0,0,82
2011-03-24,2011,231,0,0,83
2011-03-25,2011,224,0,0,84
2011-03-26,2011,279,1,0,85
2011-03-27,2011,288,1,0,86
2011-03-28,2011,226,0,0,87
2011-03-29,2011,226,0,0,88
2011-03-30,2011,223,0,0,89
2011-03-31,2011,252,0,0,90
2011-04-01,2011,213,0,0,91
2011-04-02,2011,241,1,0,92
2011-04-03,2011,268,1,0,93
2011-04-04,2011,235,0,0,94
2011-04-05,2011,261,0,0,95
2011-04-06,2011,224,0,0,96
2011-04-07,2011,233,0,0,97
2011-04-08,2011,246,0,0,98
2011-04-09,2011,250,1,0,99
2011-04-10,2011,260,1,0,100
2011-04-11,2011,248,0,0,101
2011-04-12,2011,266,0,0,102
2011-04-13,2011,216,0,0,103
2011-04-14,2011,233,0,0,104
2011-04-15,2011,215,0,0,105
2011-04-16,2011,298,1,0,106
2011-04-17,2011,251,1,0,107
2011-04-18,2011,222,0,0,108
2011-04-19,2011,262,0,0,109
2011-04-20,2011,244,0,0,110
2011-04-21,2011,232,0,0,111
2011-04-22,2011,228,0,0,112
2011-04-23,2011,254,1,0,113
2011-04-24,2011,265,1,0,114
2011-04-25,2011,248,0,0,115
2011-04-26,2011,234,0,0,116
2011-04-27,2011,219,0,0,117
2011-04-28,2011,254,0,0,118
2011-04-29,2011,235,0,0,119
2011-04-30,2011,269,1,0,120
2011-05-01,2011,257,1,0,121
2011-05-02,2011,224,0,0,122
2011-05-03,2011,240,0,0,123
2011-05-04,2011,244,0,0,124
2011-05-05,2011,225,0,0,125
2011-05-06,2011,231,0,0,126
2011-05-07,2011,252,1,0,127
2011-05-08,2011,287,1,0,128
2011-05-09,2011,244,0,0,129
2011-05-10,2011,239,0,0,130
2011-05-11,2011,238,0,0,131
2011-05-12,2011,252,0,0,132
2011-05-13,2011,213,0,0,133
2011-05-14,2011,273,1,0,134
2011-05-15,2011,268,1,0,135
2011-05-16,2011,230,0,0,136
2011-05-17,2011,247,0,0,137
2011-05-18,2011,244,0,0,138
2011-05-19,2011,226,0,0,139
2011-05-20,2011,219,0,0,140
2011-05-21,2011,246,1,0,141
2011-05-22,2011,263,1,0,142
2011-05-23,2011,274,0,0,143
2011-05-24,2011,235,0,0,144
2011-05-25,2011,265,0,0,145
2011-05-26,2011,234,0,0,146
2011-05-27,2011,274,0,0,147
2011-05-28,2011,262,1,0,148
2011-05-29,2011,256,1,0,149
2011-05-30,2011,247,0,0,150
2011-05-31,2011,211,0,0,151
2011-06-01,2011,238,0,0,152
2011-06-02,2011,239,0,0,153
2011-06-03,2011,228,0,0,154
2011-06-04,2011,289,1,0,155
2011-06-05,2011,285,1,0,156
2011-06-06,2011,215,0,0,157
2011-06-07,2011,217,0,0,158
2011-06-08,2011,222,0,0,159
2011-06-09,2011,227,0,0,160
2011-06-10,2011,230,0,0,161
2011-06-11,2011,251,1,0,162
2011-06-12,2011,276,1,0,163
2011-06-13,2011,247,0,0,164
2011-06-14,2011,252,0,0,165
2011-06-15,2011,228,0,0,166
2011-06-16,2011,244,0,0,167
2011-06-17,2011,241,0,0,168
2011-06-18,2011,272,1,0,169
2011-06-19,2011,253,1,0,170
2011-06-20,2011,244,0,0,171
2011-06-21,2011,265,0,0,172
2011-06-22,2011,248,0,0,173
2011-06-23,2011,240,0,0,174
2011-06-24,2011,239,0,0,175
2011-06-25,2011,256,1,0,176
2011-06-26,2011,285,1,0,177
2011-06-27,2011,221,0,0,178
2011-06-28,2011,245,0,0,179
2011-06-29,2011,226,0,0,180
2011-06-30,2011,238,0,0,181
2011-07-01,2011,238,0,0,182
2011-07-02,2011,270,1,0,183
2011-07-03,2011,262,1,0,184
2011-07-04,2011,231,0,0,185
2011-07-05,2011,231,0,0,186
2011-07-06,2011,241,0,0,187
2011-07-07,2011,196,0,0,188
2011-07-08,2011,241,0,0,189
2011-07-09,2011,252,1,0,190
2011-07-10,2011,255,1,0,191
2011-07-11,2011,239,0,0,192
2011-07-12,2011,237,0,0,193
2011-07-13,2011,208,0,0,194
2011-07-14,2011,224,0,0,195
2011-07-15,2011,208,0,0,196
2011-07-16,2011,241,1,0,197
2011-07-17,2011,271,1,0,198
2011-07-18,2011,248,0,0,199
2011-07-19,2011,253,0,0,200
2011-07-20,2011,220,0,0,201
2011-07-21,2011,239,0,0,202
2011-07-22,2011,252,0,0,203
2011-07-23,2011,243,1,0,204
2011-07-24,2011,293,1,0,205
2011-07-25,2011,229,0,0,206
2011-07-26,2011,235,0,0,207
2011-07-27,2011,242,0,0,208
2011-07-28,2011,210,0,0,209
2011-07-29,2011,209,0,0,210
2011-07-30,2011,271,1,0,211
2011-07-31,2011,267,1,0,212
2011-08-01,2011,227,0,0,213
2011-08-02,2011,203,0,0,214
2011-08-03,2011,250,0,0,215
2011-08-04,2011,242,0,0,216
2011-08-05,2011,232,0,0,217
2011-08-06,2011,263,1,0,218
2011-08-07,2011,249,1,0,219
2011-08-08,2011,229,0,0,220
2011-08-09,2011,228,0,0,221
2011-08-10,2011,259,0,0,222
2011-08-11,2011,258,0,0,223
2011-08-12,2011,213,0,0,224
2011-08-13,2011,271,1,0,225
2011-08-14,2011,250,1,0,226
2011-08-15,2011,221,0,0,227
2011-08-16,2011,218,0,0,228
2011-08-17,2011,228,0,0,229
2011-08-18,2011,228,0,0,230
2011-08-19,2011,247,0,0,231
2011-08-20,2011,281,1,0,232
2011-08-21,2011,228,1,0,233
2011-08-22,2011,239,0,0,234
2011-08-23,2011,264,0,0,235
2011-08-24,2011,234,0,0,236
2011-08-25,2011,241,0,0,237
2011-08-26,2011,256,0,0,238
2011-08-27,2011,290,1,0,239
2011-08-28,2011,269,1,0,240
2011-08-29,2011,228,0,0,241
2011-08-30,2011,239,0,0,242
2011-08-31,2011,242,0,0,243
2011-09-01,2011,252,0,0,244
2011-09-02,2011,219,0,0,245
2011-09-03,2011,281,1,0,246
2011-09-04,2011,243,1,0,247
2011-09-05,2011,246,0,0,248
2011-09-06,2011,245,0,0,249
2011-09-07,2011,241,0,0,250
2011-09-08,2011,252,0,0,251
2011-09-09,2011,254,0,0,252
2011-09-10,2011,271,1,0,253
2011-09-11,2011,254,1,0,254
2011-09-12,2011,260,0,0,255
2011-09-13,2011,233,0,0,256
2011-09-14,2011,252,0,0,257
2011-09-15,2011,234,0,0,258
2011-09-16,2011,237,0,0,259
2011-09-17,2011,262,1,0,260
2011-09-18,2011,256,1,0,261
2011-09-19,2011,236,0,0,262
2011-09-20,2011,256,0,0,263
2011-09-21,2011,236,0,0,264
2011-09-22,2011,238,0,0,265
2011-09-23,2011,222,0,0,266
2011-09-24,2011,259,1,0,267
2011-09-25,2011,288,1,0,268
2011-09-26,2011,235,0,0,269
2011-09-27,2011,205,0,0,270
2011-09-28,2011,236,0,0,271
2011-09-29,2011,205,0,0,272
2011-09-30,2011,213,0,0,273
2011-10-01,2011,272,1,0,274
2011-10-02,2011,243,1,0,275
2011-10-03,2011,229,0,0,276
2011-10-04,2011,243,0,0,277
2011-10-05,2011,221,0,0,278
2011-10-06,2011,241,0,0,279
2011-10-07,2011,262,0,0,280
2011-10-08,2011,276,1,0,281
2011-10-09,2011,264,1,0,282
2011-10-10,2011,225,0,0,283
2011-10-11,2011,233,0,0,284
2011-10-12,2011,225,0,0,285
2011-10-13,2011,246,0,0,286
2011-10-14,2011,241,0,0,287
2011-10-15,2011,289,1,0,288
2011-10-16,2011,273,1,0,289
2011-10-17,2011,203,0,0,290
2011-10-18,2011,237,0,0,291
2011-10-19,2011,234,0,0,292
2011-10-20,2011,210,0,0,293
2011-10-21,2011,243,0,0,294
2011-10-22,2011,251,1,0,295
2011-10-23,2011,262,1,0,296
2011-10-24,2011,246,0,0,297
2011-10-25,2011,241,0,0,298
2011-10-26,2011,233,0,0,299
2011-10-27,2011,241,0,0,300
2011-10-28,2011,221,0,0,301
2011-10-29,2011,265,1,0,302
2011-10-30,2011,270,1,0,303
2011-10-31,2011,221,0,0,304
2011-11-01,2011,231,0,0,305
2011-11-02,2011,218,0,0,306
2011-11-03,2011,477,0,1,307
2011-11-04,2011,478,0,1,308
2011-11-05,2011,1339,1,1,309
2011-11-06,2011,486,1,1,310
2011-11-07,2011,490,0,1,311
2011-11-08,2011,210,0,0,312
2011-11-09,2011,248,0,0,313
2011-11-10,2011,227,0,0,314
2011-11-11,2011,234,0,0,315
2011-11-12,2011,292,1,0,316
2011-11-13,2011,263,1,0,317
2011-11-14,2011,236,0,0,318
2011-11-15,2011,249,0,0,319
2011-11-16,2011,262,0,0,320
2011-11-17,2011,245,0,0,321
2011-11-18,2011,228,0,0,322
2011-11-19,2011,272,1,0,323
2011-11-20,2011,244,1,0,324
2011-11-21,2011,225,0,0,325
2011-11-22,2011,251,0,0,326
2011-11-23,2011,221,0,0,327
2011-11-24,2011,238,0,0,328
2011-11-25,2011,233,0,0,329
2011-11-26,2011,234,1,0,330
2011-11-27,2011,276,1,0,331
2011-11-28,2011,234,0,0,332
2011-11-29,2011,246,0,0,333
2011-11-30,2011,250,0,0,334
2011-12-01,2011,258,0,0,335
2011-12-02,2011,223,0,0,336
2011-12-03,2011,255,1,0,337
2011-12-04,2011,258,1,0,338
2011-12-05,2011,243,0,0,339
2011-12-06,2011,259,0,0,340
2011-12-07,2011,227,0,0,341
2011-12-08,2011,210,0,0,342
2011-12-09,2011,225,0,0,343
2011-12-10,2011,267,1,0,344
2011-12-11,2011,301,1,0,345
2011-12-12,2011,215,0,0,346
2011-12-13,2011,238,0,0,347
2011-12-14,2011,243,0,0,348
2011-12-15,2011,243,0,0,349
2011-12-16,2011,234,0,0,350
2011-12-17,2011,252,1,0,351
2011-12-18,2011,258,1,0,352
2011-12-19,2011,203,0,0,353
2011-12-20,2011,280,0,0,354
2011-12-21,2011,252,0,0,355
2011-12-22,2011,224,0,0,356
2011-12-23,2011,226,0,0,357
2011-12-24,2011,268,1,0,358
2011-12-25,2011,285,1,0,359
2011-12-26,2011,231,0,0,360
2011-12-27,2011,222,0,0,361
2011-12-28,2011,236,0,0,362
2011-12-29,2011,235,0,0,363
2011-12-30,2011,225,0,0,364
2011-12-31,2011,275,1,0,365
2012-01-01,2012,246,1,0,1
2012-01-02,2012,217,0,0,2
2012-01-03,2012,223,0,0,3
2012-01-04,2012,214,0,0,4
2012-01-05,2012,227,0,0,5
2012-01-06,2012,208,0,0,6
2012-01-07,2012,246,1,0,7
2012-01-08,2012,252,1,0,8
2012-01-09,2012,227,0,0,9
2012-01-10,2012,189,0,0,10
2012-01-11,2012,227,0,0,11
2012-01-12,2012,201,0,0,12
2012-01-13,2012,212,0,0,13
2012-01-14,2012,230,1,0,14
2012-01-15,2012,260,1,0,15
2012-01-16,2012,230,0,0,16
2012-01-17,2012,212,0,0,17
2012-01-18,2012,212,0,0,18
2012-01-19,2012,213,0,0,19
2012-01-20,2012,225,0,0,20
2012-01-21,2012,216,1,0,21
2012-01-22,2012,259,1,0,22
2012-01-23,2012,203,0,0,23
2012-01-24,2012,202,0,0,24
2012-01-25,2012,207,0,0,25
2012-01-26,2012,212,0,0,26
2012-01-27,2012,224,0,0,27
2012-01-28,2012,240,1,0,28
2012-01-29,2012,255,1,0,29
2012-01-30,2012,207,0,0,30
2012-01-31,2012,210,0,0,31
2012-02-01,2012,196,0,0,32
2012-02-02,2012,198,0,0,33
2012-02-03,2012,196,0,0,34
2012-02-04,2012,248,1,0,35
2012-02-05,2012,212,1,0,36
2012-02-06,2012,212,0,0,37
2012-02-07,2012,206,0,0,38
2012-02-08,2012,226,0,0,39
2012-02-09,2012,252,0,0,40
2012-02-10,2012,200,0,0,41
2012-02-11,2012,292,1,0,42
2012-02-12,2012,259,1,0,43
2012-02-13,2012,212,0,0,44
2012-02-14,2012,205,0,0,45
2012-02-15,2012,202,0,0,46
2012-02-16,2012,208,0,0,47
2012-02-17,2012,218,0,0,48
2012-02-18,2012,250,1,0,49
2012-02-19,2012,243,1,0,50
2012-02-20,2012,229,0,0,51
2012-02-21,2012,237,0,0,52
2012-02-22,2012,206,0,0,53
2012-02-23,2012,212,0,0,54
2012-02-24,2012,213,0,0,55
2012-02-25,2012,267,1,0,56
2012-02-26,2012,232,1,0,57
2012-02-27,2012,197,0,0,58
2012-02-28,2012,224,0,0,59
2012-02-29,2012,216,0,0,60
2012-03-01,2012,200,0,0,61
2012-03-02,2012,242,0,0,62
2012-03-03,2012,263,1,0,63
2012-03-04,2012,252,1,0,64
2012-03-05,2012,224,0,0,65
2012-03-06,2012,217,0,0,66
2012-03-07,2012,224,0,0,67
2012-03-08,2012,195,0,0,68
2012-03-09,2012,183,0,0,69
2012-03-10,2012,241,1,0,70
2012-03-11,2012,222,1,0,71
2012-03-12,2012,213,0,0,72
2012-03-13,2012,218,0,0,73
2012-03-14,2012,228,0,0,74
2012-03-15,2012,224,0,0,75
2012-03-16,2012,192,0,0,76
2012-03-17,2012,286,1,0,77
2012-03-18,2012,245,1,0,78
2012-03-19,2012,217,0,0,79
2012-03-20,2012,205,0,0,80
2012-03-21,2012,203,0,0,81
2012-03-22,2012,202,0,0,82
2012-03-23,2012,198,0,0,83
2012-03-24,2012,231,1,0,84
2012-03-25,2012,259,1,0,85
2012-03-26,2012,191,0,0,86
2012-03-27,2012,225,0,0,87
2012-03-28,2012,218,0,0,88
2012-03-29,2012,219,0,0,89
2012-03-30,2012,224,0,0,90
2012-03-31,2012,254,1,0,91
2012-04-01,2012,233,1,0,92
2012-04-02,2012,212,0,0,93
2012-04-03,2012,237,0,0,94
2012-04-04,2012,194,0,0,95
2012-04-05,2012,216,0,0,96
2012-04-06,2012,213,0,0,97
2012-04-07,2012,260,1,0,98
2012-04-08,2012,232,1,0,99
2012-04-09,2012,231,0,0,100
2012-04-10,2012,212,0,0,101
2012-04-11,2012,202,0,0,102
2012-04-12,2012,247,0,0,103
2012-04-13,2012,217,0,0,104
2012-04-14,2012,248,1,0,105
2012-04-15,2012,247,1,0,106
2012-04-16,2012,192,0,0,107
2012-04-17,2012,186,0,0,108
2012-04-18,2012,231,0,0,109
2012-04-19,2012,227,0,0,110
2012-04-20,2012,259,0,0,111
2012-04-21,2012,248,1,0,112
2012-04-22,2012,227,1,0,113
2012-04-23,2012,217,0,0,114
2012-04-24,2012,232,0,0,115
2012-04-25,2012,200,0,0,116
2012-04-26,2012,218,0,0,117
2012-04-27,2012,227,0,0,118
2012-04-28,2012,240,1,0,119
2012-04-29,2012,256,1,0,120
2012-04-30,2012,242,0,0,121
2012-05-01,2012,199,0,0,122
2012-05-02,2012,196,0,0,123
2012-05-03,2012,204,0,0,124
2012-05-04,2012,206,0,0,125
2012-05-05,2012,239,1,0,126
2012-05-06,2012,260,1,0,127
2012-05-07,2012,223,0,0,128
2012-05-08,2012,219,0,0,129
2012-05-09,2012,241,0,0,130
2012-05-10,2012,214,0,0,131
2012-05-11,2012,201,0,0,132
2012-05-12,2012,258,1,0,133
2012-05-13,2012,248,1,0,134
2012-05-14,2012,233,0,0,135
2012-05-15,2012,228,0,0,136
2012-05-16,2012,249,0,0,137
2012-05-17,2012,209,0,0,138
2012-05-18,2012,227,0,0,139
2012-05-19,2012,245,1,0,140
2012-05-20,2012,248,1,0,141
2012-05-21,2012,216,0,0,142
2012-05-22,2012,226,0,0,143
2012-05-23,2012,220,0,0,144
2012-05-24,2012,207,0,0,145
2012-05-25,2012,222,0,0,146
2012-05-26,2012,236,1,0,147
2012-05-27,2012,234,1,0,148
2012-05-28,2012,213,0,0,149
2012-05-29,2012,235,0,0,150
2012-05-30,2012,206,0,0,151
2012-05-31,2012,207,0,0,152
2012-06-01,2012,198,0,0,153
2012-06-02,2012,223,1,0,154
2012-06-03,2012,233,1,0,155
2012-06-04,2012,231,0,0,156
2012-06-05,2012,198,0,0,157
2012-06-06,2012,247,0,0,158
2012-06-07,2012,234,0,0,159
2012-06-08,2012,186,0,0,160
2012-06-09,2012,261,1,0,161
2012-06-10,2012,243,1,0,162
2012-06-11,2012,219,0,0,163
2012-06-12,2012,228,0,0,164
2012-06-13,2012,199,0,0,165
2012-06-14,2012,209,0,0,166
2012-06-15,2012,246,0,0,167
2012-06-16,2012,229,1,0,168
2012-06-17,2012,251,1,0,169
2012-06-18,2012,220,0,0,170
2012-06-19,2012,198,0,0,171
2012-06-20,2012,212,0,0,172
2012-06-21,2012,220,0,0,173
2012-06-22,2012,230,0,0,174
2012-06-23,2012,260,1,0,175
2012-06-24,2012,211,1,0,176
2012-06-25,2012,208,0,0,177
2012-06-26,2012,231,0,0,178
2012-06-27,2012,239,0,0,179
2012-06-28,2012,219,0,0,180
2012-06-29,2012,213,0,0,181
2012-06-30,2012,242,1,0,182
2012-07-01,2012,235,1,0,183
2012-07-02,2012,224,0,0,184
2012-07-03,2012,223,0,0,185
2012-07-04,2012,209,0,0,186
2012-07-05,2012,222,0,0,187
2012-07-06,2012,195,0,0,188
2012-07-07,2012,257,1,0,189
2012-07-08,2012,274,1,0,190
2012-07-09,2012,199,0,0,191
2012-07-10,2012,223,0,0,192
2012-07-11,2012,211,0,0,193
2012-07-12,2012,244,0,0,194
2012-07-13,2012,214,0,0,195
2012-07-14,2012,273,1,0,196
2012-07-15,2012,223,1,0,197
2012-07-16,2012,198,0,0,198
2012-07-17,2012,194,0,0,199
2012-07-18,2012,207,0,0,200
2012-07-19,2012,224,0,0,201
2012-07-20,2012,214,0,0,202
2012-07-21,2012,246,1,0,203
2012-07-22,2012,235,1,0,204
2012-07-23,2012,211,0,0,205
2012-07-24,2012,214,0,0,206
2012-07-25,2012,218,0,0,207
2012-07-26,2012,209,0,0,208
2012-07-27,2012,213,0,0,209
2012-07-28,2012,259,1,0,210
2012-07-29,2012,243,1,0,211
2012-07-30,2012,206,0,0,212
2012-07-31,2012,216,0,0,213
2012-08-01,2012,217,0,0,214
2012-08-02,2012,218,0,0,215
2012-08-03,2012,222,0,0,216
2012-08-04,2012,264,1,0,217
2012-08-05,2012,246,1,0,218
2012-08-06,2012,199,0,0,219
2012-08-07,2012,248,0,0,220
2012-08-08,2012,215,0,0,221
2012-08-09,2012,226,0,0,222
2012-08-10,2012,200,0,0,223
2012-08-11,2012,253,1,0,224
2012-08-12,2012,250,1,0,225
2012-08-13,2012,208,0,0,226
2012-08-14,2012,227,0,0,227
2012-08-15,2012,220,0,0,228
2012-08-16,2012,219,0,0,229
2012-08-17,2012,226,0,0,230
2012-08-18,2012,252,1,0,231
2012-08-19,2012,237,1,0,232
2012-08-20,2012,208,0,0,233
2012-08-21,2012,222,0,0,234
2012-08-22,2012,224,0,0,235
2012-08-23,2012,229,0,0,236
2012-08-24,2012,200,0,0,237
2012-08-25,2012,252,1,0,238
2012-08-26,2012,226,1,0,239
2012-08-27,2012,195,0,0,240
2012-08-28,2012,248,0,0,241
2012-08-29,2012,213,0,0,242
2012-08-30,2012,203,0,0,243
2012-08-31,2012,200,0,0,244
2012-09-01,2012,225,1,0,245
2012-09-02,2012,237,1,0,246
2012-09-03,2012,224,0,0,247
2012-09-04,2012,227,0,0,248
2012-09-05,2012,206,0,0,249
2012-09-06,2012,215,0,0,250
2012-09-07,2012,223,0,0,251
2012-09-08,2012,246,1,0,252
2012-09-09,2012,242,1,0,253
2012-09-10,2012,229,0,0,254
2012-09-11,2012,208,0,0,255
2012-09-12,2012,234,0,0,256
2012-09-13,2012,209,0,0,257
2012-09-14,2012,183,0,0,258
2012-09-15,2012,263,1,0,259
2012-09-16,2012,257,1,0,260
2012-09-17,2012,227,0,0,261
2012-09-18,2012,188,0,0,262
2012-09-19,2012,191,0,0,263
2012-09-20,2012,209,0,0,264
2012-09-21,2012,209,0,0,265
2012-09-22,2012,212,1,0,266
2012-09-23,2012,273,1,0,267
2012-09-24,2012,239,0,0,268
2012-09-25,2012,218,0,0,269
2012-09-26,2012,230,0,0,270
2012-09-27,2012,232,0,0,271
2012-09-28,2012,200,0,0,272
2012-09-29,2012,255,1,0,273
2012-09-30,2012,269,1,0,274
2012-10-01,2012,206,0,0,275
2012-10-02,2012,247,0,0,276
2012-10-03,2012,218,0,0,277
2012-10-04,2012,209,0,0,278
2012-10-05,2012,243,0,0,279
2012-10-06,2012,229,1,0,280
2012-10-07,2012,243,1,0,281
2012-10-08,2012,194,0,0,282
2012-10-09,2012,209,0,0,283
2012-10-10,2012,214,0,0,284
2012-10-11,2012,225,0,0,285
2012-10-12,2012,211,0,0,286
2012-10-13,2012,255,1,0,287
2012-10-14,2012,270,1,0,288
2012-10-15,2012,197,0,0,289
2012-10-16,2012,218,0,0,290
2012-10-17,2012,221,0,0,291
2012-10-18,2012,212,0,0,292
2012-10-19,2012,217,0,0,293
2012-10-20,2012,262,1,0,294
2012-10-21,2012,248,1,0,295
2012-10-22,2012,251,0,0,296
2012-10-23,2012,255,0,0,297
2012-10-24,2012,207,0,0,298
2012-10-25,2012,186,0,0,299
2012-10-26,2012,209,0,0,300
2012-10-27,2012,279,1,0,301
2012-10-28,2012,267,1,0,302
2012-10-29,2012,212,0,0,303
2012-10-30,2012,222,0,0,304
2012-10-31,2012,197,0,0,305
2012-11-01,2012,210,0,0,306
2012-11-02,2012,226,0,0,307
2012-11-03,2012,476,1,1,308
2012-11-04,2012,450,1,1,309
2012-11-05,2012,1125,0,1,310
2012-11-06,2012,430,0,1,311
2012-11-07,2012,416,0,1,312
2012-11-08,2012,218,0,0,313
2012-11-09,2012,192,0,0,314
2012-11-10,2012,225,1,0,315
2012-11-11,2012,272,1,0,316
2012-11-12,2012,213,0,0,317
2012-11-13,2012,178,0,0,318
2012-11-14,2012,207,0,0,319
2012-11-15,2012,208,0,0,320
2012-11-16,2012,192,0,0,321
2012-11-17,2012,244,1,0,322
2012-11-18,2012,266,1,0,323
2012-11-19,2012,191,0,0,324
2012-11-20,2012,214,0,0,325
2012-11-21,2012,190,0,0,326
2012-11-22,2012,244,0,0,327
2012-11-23,2012,224,0,0,328
2012-11-24,2012,271,1,0,329
2012-11-25,2012,220,1,0,330
2012-11-26,2012,240,0,0,331
2012-11-27,2012,219,0,0,332
2012-11-28,2012,216,0,0,333
2012-11-29,2012,204,0,0,334
2012-11-30,2012,234,0,0,335
2012-12-01,2012,251,1,0,336
2012-12-02,2012,271,1,0,337
2012-12-03,2012,188,0,0,338
2012-12-04,2012,220,0,0,339
2012-12-05,2012,222,0,0,340
2012-12-06,2012,230,0,0,341
2012-12-07,2012,194,0,0,342
2012-12-08,2012,241,1,0,343
2012-12-09,2012,247,1,0,344
2012-12-10,2012,218,0,0,345
2012-12-11,2012,207,0,0,346
2012-12-12,2012,209,0,0,347
2012-12-13,2012,176,0,0,348
2012-12-14,2012,208,0,0,349
2012-12-15,2012,223,1,0,350
2012-12-16,2012,247,1,0,351
2012-12-17,2012,201,0,0,352
2012-12-18,2012,212,0,0,353
2012-12-19,2012,225,0,0,354
2012-12-20,2012,231,0,0,355
2012-12-21,2012,232,0,0,356
2012-12-22,2012,229,1,0,357
2012-12-23,2012,242,1,0,358
2012-12-24,2012,222,0,0,359
2012-12-25,2012,235,0,0,360
2012-12-26,2012,199,0,0,361
2012-12-27,2012,216,0,0,362
2012-12-28,2012,209,0,0,363
2012-12-29,2012,279,1,0,364
2012-12-30,2012,229,1,0,365
2012-12-31,2012,212,0,0,366
2013-01-01,2013,222,0,0,1
2013-01-02,2013,238,0,0,2
2013-01-03,2013,203,0,0,3
2013-01-04,2013,240,0,0,4
2013-01-05,2013,263,1,0,5
2013-01-06,2013,262,1,0,6
2013-01-07,2013,213,0,0,7
2013-01-08,2013,224,0,0,8
2013-01-09,2013,231,0,0,9
2013-01-10,2013,220,0,0,10
2013-01-11,2013,222,0,0,11
2013-01-12,2013,264,1,0,12
2013-01-13,2013,249,1,0,13
2013-01-14,2013,231,0,0,14
2013-01-15,2013,225,0,0,15
2013-01-16,2013,219,0,0,16
2013-01-17,2013,213,0,0,17
2013-01-18,2013,213,0,0,18
2013-01-19,2013,263,1,0,19
2013-01-20,2013,236,1,0,20
2013-01-21,2013,232,0,0,21
2013-01-22,2013,210,0,0,22
2013-01-23,2013,206,0,0,23
2013-01-24,2013,217,0,0,24
2013-01-25,2013,201,0,0,25
2013-01-26,2013,240,1,0,26
2013-01-27,2013,251,1,0,27
2013-01-28,2013,198,0,0,28
2013-01-29,2013,213,0,0,29
2013-01-30,2013,203,0,0,30
2013-01-31,2013,221,0,0,31
2013-02-01,2013,234,0,0,32
2013-02-02,2013,244,1,0,33
2013-02-03,2013,233,1,0,34
2013-02-04,2013,227,0,0,35
2013-02-05,2013,204,0,0,36
2013-02-06,2013,211,0,0,37
2013-02-07,2013,224,0,0,38
2013-02-08,2013,204,0,0,39
2013-02-09,2013,230,1,0,40
2013-02-10,2013,246,1,0,41
2013-02-11,2013,219,0,0,42
2013-02-12,2013,217,0,0,43
2013-02-13,2013,236,0,0,44
2013-02-14,2013,212,0,0,45
2013-02-15,2013,226,0,0,46
2013-02-16,2013,260,1,0,47
2013-02-17,2013,241,1,0,48
2013-02-18,2013,190,0,0,49
2013-02-19,2013,226,0,0,50
2013-02-20,2013,240,0,0,51
2013-02-21,2013,202,0,0,52
2013-02-22,2013,215,0,0,53
2013-02-23,2013,229,1,0,54
2013-02-24,2013,237,1,0,55
2013-02-25,2013,209,0,0,56
2013-02-26,2013,215,0,0,57
2013-02-27,2013,237,0,0,58
2013-02-28,2013,253,0,0,59
2013-03-01,2013,219,0,0,60
2013-03-02,2013,249,1,0,61
2013-03-03,2013,234,1,0,62
2013-03-04,2013,215,0,0,63
2013-03-05,2013,210,0,0,64
2013-03-06,2013,227,0,0,65
2013-03-07,2013,209,0,0,66
2013-03-08,2013,221,0,0,67
2013-03-09,2013,239,1,0,68
2013-03-10,2013,231,1,0,69
2013-03-11,2013,208,0,0,70
2013-03-12,2013,197,0,0,71
2013-03-13,2013,216,0,0,72
2013-03-14,2013,221,0,0,73
2013-03-15,2013,222,0,0,74
2013-03-16,2013,237,1,0,75
2013-03-17,2013,257,1,0,76
2013-03-18,2013,242,0,0,77
2013-03-19,2013,202,0,0,78
2013-03-20,2013,199,0,0,79
2013-03-21,2013,231,0,0,80
2013-03-22,2013,238,0,0,81
2013-03-23,2013,262,1,0,82
2013-03-24,2013,271,1,0,83
2013-03-25,2013,230,0,0,84
2013-03-26,2013,239,0,0,85
2013-03-27,2013,226,0,0,86
2013-03-28,2013,226,0,0,87
2013-03-29,2013,218,0,0,88
2013-03-30,2013,257,1,0,89
